,Review,Calification
404,El profesor Edwin sabe mucho del tema de movimientos sociales y acción colectiva. Su clase es ordena y es rigurosa. El estudio de las lecturas y autores se realiza a profundidad. : Clase ordena y rigurosa.: Habla un poco pacito. ,5.0
405,"Es un profesor que sabe mucho, pero divaga y es repetitivo en algunas de sus clases. La clase más que nada fue dictada por las monitoras.: Sería bastante bueno que las clases estuviesen más preparadas por él.",3.4
406,"Parte de la clase la hacía el monitor y lo demás, el profesor. Es un muy buen profesor y una gran persona. El monitor al iniciar algunas clases hace quiz de algunas lecturas que deja la clase anterior, no son difíciles, si se hacen os talleres y se toman algunas bonificaciones que él da, se deja alta. El único parcial es de las lecturas y cosas que...Leer más...",5.0
407,"Habla mucho y hace que la clase se torne aburrida, lo cual, en mi caso personal, hacía que no le prestara mucha atención. A pesar de esto, el profesor sabe muchísimo de los temas, tanto desde una perspectiva histórica como económica, y le interesa que uno se informe y pueda discutir de ellos. Me pareció que las clases del monitor eran las mejores, ...Leer más...",3.5
408,"Gran conocedor de las ciencias sociales. Se obtienen buenas notas si se pone empeño claro en realizar una crítica o diálogo profundo sobre los textos del programa-: Didáctico con películas, poco volumen de lecturas.: Tono de voz, puede llegar a ser somnoliento. ",4.0
409,": Su conocimiento es muy amplio, está dispuesto a escuchar a sus estudiantes, manda muy buenas lecturas.: Tono de voz, es fácil distraerse.",4.5
410,"Es un profesor muy ilustrado. Sus lecturas son pesadas pero interesantes, realmente vale la pena tomar esta clase, se aprende mucho. : Conocimiento del profesor: Tono de voz",4.7
411,"Es de esos profesores que si se quiere se aprende y bastante. Deja lecturas buenas, y la discusión es muy interesante. Es atento con sus estudiantes, en la medida en que si el estudiante hace buenos trabajos, este les da la oportunidad de publicarlos. ",4.4
412,"Es un buen profesor, no tiende a ser muy carismático pero demuestra mucho conocimiento en lo referente a su clase, su método magistral es tedioso. no tiende a ser estricto a la hora de calificar, se puede dejar alta la nota.",3.5
413,"Muy buen profesor, brinda muy buena bibliografia, la metodología y la din´amica de clase hace las discusiones más llamativas. Exigente al caliicar. Responsable y puntual.: Tiene un sesgo marxista, pero las discusiones a partir del marxismo en relación con otras teorías, presentadas por alguien que entiende a cabalidad el marxismo, son siempre enriquecedoras",5.0
414,"Excelente docente. Maneja de manera muy hábil y apropiada los contenidos de la clase. Las lecturas que presenta, pese a ser largas, brindan elementos conceptuales y analíticos valiosos para el aprendizaje y la discusión en clase. La metodología es dinámica y varia de semestre en semestre, lo que da cuenta de un esfuerzo por el profesor de generar pedagogía y métodos alternativos de aprendizaje.: La metodología es variada, si se es responsable,puntual y participativo, se deja alta.: De no ser responsable y no tener claras las discusiones de la clase, existe el riesgo de no ser capaz de desarrollar buenos textos y trabajos, es allí donde el docente es exigente al calificar.",5.0
415,: Muy buen docente. Muy claro con las teorías. ,5.0
416,"El estudio de la materia no se da a profundidad, tiende a dejar muchas lecturas y las clases pueden ser un poco desordenadas.",3.0
417,"Es una clase en la que se discuten temas interesantes. El profesor no suele explicar muchas cosas sino simplemente se dedica a dar un discurso, lo cual se torna aburrido. El programa de EP tiene un sesgo grande pero en general la clase no es mala. ",3.5
418,"Mal profesor.: 1. Sabe de los temas con profundidad
2. Sale con comentarios entre sarcásticos y graciosos. 
3. : 1. Desordenado
2. Poco interesado porque los estudiantes aprendan
3. Impuntual 
4. Sus parciales son grandes pajazos mentales",2.9
419,"Nos hace ir un sábado a las 10 y no dice que no va a ir. La clase es mala y aburrida : De puede dejar alta : No se aprende, el profesor es un mediocre ",2.0
420,"Muy malo. Desorganizado, falto de compromiso con la clase, bota los trabajos de los estudiantes por lo cual a veces toca repetir parciales para reponer las notas que refundió. : Nada : A veces falta a clase y ni avisa. Clases muy aburridas ",1.5
421,"Excelente profesor en casi todo sentido, siempre toma en cuenta las realidades con respecto a la carrera y la influencia que tiene la universidad en la vida profesional. Es justo con las notas y casi toda la clase se basa en la participacion y la construccion colectiva.",5.0
422,"Es humano, y abre los ojos de los nuevos estudiantes a los problemas que existen en el ámbito jurídico. Es amable, y fomenta la participación. Me dió buenas bases de Filosofía del Derecho. : La asistencia y la participación es muy importante ",4.0
423,"Muy buen profesor. Sus clases son dinámicas y él es una calidad de persona con los estudiantes. Es un poco estricto a veces y toma muchas notas con los quices, lo cual puede ser una ventaja o una desventaja dependiendo de la persona. Explica bien los temas.",5.0
424,"Es un gran profesor y una persona increíble, si bien se puede tornar un poco escuelero en ocasiones, logra el objetivo de dinamizar la clase y hacer claros los temas. Saca muchas notas, y siempre está dispuesto a escuchar opiniones y responder preguntas con la mejor actitud.: Es organizado y claro con los temas y las notas.
Es amable y se preocupa porque los estudiantes lo sigan en su explicación.
Hace dinámicas las clases y fomenta la discusión y participación de los estudiantes.
Enseña la realidad de la profesiones jurídicas en Colombia con sentido crítico.: A veces se puede tornar algo escuelero.",5.0
425,"Clase regular: El profesor sabe de los temas: Es una clase aburrida, es muy escuelero, hace que por grupos de estudiantes se centren en autores por lo que resulta una clase muy pobre",2.0
426,"Es un excelente profesor, es didáctico, hace que se le tenga cariño a la carrera, cosa que es muy importante para la materia que dicta. Ayuda al estudiante en su aprendizaje personal y, si se le entregan los trabajos, puede dejar la materia alta. ",4.5
427,": Despierta al estudiante, uno aprende y se motiva  bastante en sus clases.
Amable.
Interesantes sus clases.",5.0
428,"Buen profesor, el desarrollo de la clase es dinámico y la participación necesaria.  : Clase interesante y amena.: Su clase gira en torno a temas como el pluralismo jurídico indígena y casi no sale de lo mismo. No muestra las demás facetas del derecho.   ",4.0
429,": Es legal con las notas
Se aprende: Es exageradamente negativo (algunos dirán que realista) para darle clase a primiparos. Su perspectiva crítica es buena, pero no para gente que no sabe ni que es lo que se hace en derecho, o como es el sistema y ya tiene que escuchar que todo es una mierda.
Hasta el se dió cuenta en la última clase del semestre que casi todos estaban desilucionados de entrar a estudiar derecho (la mayoría sin saber demasiado en qué consistía la profesión)",3.1
430,"Es la persona que más sabe sobre Justicia Comunitaria en la Facultad de Derecho. Es el tema que le apasiona por lo cual las clases son muy buenas y criticas.  Es una persona amable y un académico muy bueno, ayuda a los estudiantes a investigar y a participar en los espacios relacionados con la Justicia Comunitaria.: Tema bueno
Clases dinámicas y participativas
Bibliografía excelente 
Monitora juiciosa: A veces suele desordenar el programa de la clase por la falta de tiempo",5.0
431,"La clase la da el monitor (es bueno y sabe bastante) 
el profesor tiene una visión crítica del derecho comercial y el arbitraje, es enérgico y motiva por su materia
Se aprende muchísimo : Se aprende mucho: Puede resultar una materia muy pesada por la profundidad con la que se estudia.
Puede que el esfuerzo no se vea reflejado en la nota, los quiz son 7:05 en punto",3.0
432,"El profesor es solo titular, la clase es dictada por el monitor. : La clase con el monitor del semestre en que ví la materia era buena, se aprende pero es por la dedicación del monitor, no del profesor.  : El profesor divaga y hace chistes malos todo el tiempo que hacen perder el hilo de la clase. El monitor hace control de lectura todas las clases. ",2.5
433,Es buen profesor. No es nada del otro mundo pero intenta dar el curso de la mejor manera. Trata de ser muy claro e incentiva el trabajo en la casa. El curso va acompañado de ejercicios prácticos sobre la conciliación.,4.5
434,": se deja alta la nota: como docente en malo, muy malo
desordenado
se le olvida subir la notas a tiempo
",1.5
435,": El sistema de calificación es muy relajado, el parcial final es oral pero muy sencillo, no molesta por la puntualidad o la asistencia. Se deja alta.: Si bien es fácil dejarla alta, a veces se pasa de la raya en la actitud relajada de la clase, hay días que sin aviso llega 40 min tarde o ni siquiera llega, su clase es repetitiva, dice lo mismo durante varias sesiones, al punto en que la gente no asiste seguido.  ",3.0
436,Excelente profesor. Vi clase con el hace unos 13 años y no se perdió el tiempo. Coexistimos en el multiculturalismo con sistemas ancestrales y prácticas que deben ser tenidas en cuenta por el Derecho. : Sabe del tema y buena pedagogía. ,5.0
437,"1. Conoce a profundidad los temas.
2. Fomenta el trabajo en grupo.
3. Tiene una forma de distinta de enseñanza (buena)
4. Es puntual.
5. Le interesa el aprendizaje. ",4.0
438,"Gran profesor, un poco exigente en los análisis a realizar pero construye buenas bases para el futuro desarrollo de la carrera en lo que abarca estudios sociológicos, de teoría y filosofía del Derecho. Pareciera ser muy complejo pero si se esfuerza y analiza siguiéndole el hilo verá que es fácil sacar excelente nota.",4.1
439,"La clase posee una metodología diferente y agradable, que permite entender con mayor facilidad algunos de los temas de la clase. Sin embargo el tiempo de cada sesión con el porfesor a veces se queda corto para la amplitud de los temas. Se puede obtener una buena calificación si se trabaja adecuadamente. Los trabajos son en grupos y se realizan mediante consignas.: Metodología diferente e interesante: Hay que realizar trabajos de campo fuera del horario previsto para el curso. Leude consumir varias horas a la semana.",4.1
440,"Es un excelente profesor y una gran persona, tiene bastante conocimiento del Derecho Penal y es su clase es muy didáctica. Se mantiene actualizado lo cual es muy importante en una clase de Penal Especial. Su metodología es buena, permite leer sentencias, aprender a dosificar penas aplicando todas las reglas incluyendo las que son excepcionales, tra...Leer más...",5.0
441,"Es un profesor muy ameno que trata de hacer menos tediosa una clase como Penal Especial. Trata de ser claro y trata de hacer reír para no aburrir a la gente. : *Buena Persona
*Profesor Joven 
*Sabe mucho del tema.",4.0
442,Excelente docente. Maneja el tema de manera integral y es bastante humana con los estudiantes. : Es una de las personas que más sabe de contratación estatal en el país. ,5.0
443,"La profesora es una gran profesional, tiene gran manejo de los temas de la clase, combina aspectos prácticos con los teóricos en la clase. Es muy organizada, es puntual y se ven todos los temas de la clase con suficiencia, especialmente sobre Contratación Estatal. Es muy amable con los estudiantes, resuelve todas las preguntas y dudas que puedan su...Leer más...",5.0
444,"Muy buen profesor. Sus clases pueden tornarse un poco aburridas, pero sin duda se aprende. Es un amor aunque no lo parezca y sin duda vería una clase con él.",4.5
445,"Es un gran docente, tiene gastos conocimientos en derecho internacional, penal y derechos humanos. Sus clases son suptemamente provechosas, da muchos y muy interesantes datos en ellas: No es duro con la nota
Tiene bastos cconocimientos en su tema
Es claro al hablar y la clase es buena: Da muchos datos en las clases, lo cual puede resultar confuso en la relevancia de ellos para la materia",5.0
446,"Es un buen profesor. Sabe mucho de los temas que trabaja...pero el problema es que tiene problemas en temas de pedagogía. Las notas son altas a el no le interesan las notas, sino que los estudiantes aprendan.: *Conocedor de los temas.
*Muy inteligente.
*Muy bueno en temas Históricos.: *Desordenado
*Disperso
",4.4
447,"Gran persona, sabe mucho sobre sistemas políticos y eso logró proporcionarme una nueva mirada sobre el tema. No obstante, es algo vago e irresponsable con las calificaciones, además llega tarde o simplemente no va a las clases sin previo aviso. ",4.0
448,"Mal profesor de investigación. No da los temas, es bastante grosero y se inventa las notas. : Ninguno: Grosero, poco aplicado y no maneja los temas. ",1.5
449,"Es bastante amable y cordial, no te mantiene aburrido en clase, sin embargo para esta clase en particular no tomó en cuenta para nada los contenidos programáticos que debíamos ver y habló todas las clases sobre Hegel y Marx. : No aborda los contenidos programáticos ",3.0
450,"David es un excelente maestro, es una persona muy amable y trata de romper los esquemas de subordinación entre los estudiantes y el profesor. La clase tiene un contenido muy bueno, los temas son interesantes y el profesor tiene un amplio conocimiento en el tema, da los contenidos concretos y no le gusta saturar a los estudiantes con información irrelevante. : Tema Bueno
Profesor amable
: Horario pesado",5.0
451,"Algunas veces no va clase y se puede decir que hay incertidumbre sobre lo que uno va a ver. Aun así los temas que enseña los da con gusto y uno aprende. Es carismático y crítico, las clases con él no son para nada aburridas. Comparado con los otros profesores del modulo de Investigación es el mejor. ",4.5
452,"Puede llegar tarde algunas veces, sin embargo es una de las materias que, gracias a su aporte, tienen un verdadero enfoque crítico en general a no sólo al planteamiento de la investigación sino a la generalidad del Derecho. Más que un sesgo contra el derecho privado es una de las dimensiones críticas respecto de la supuesta neutralidad en algunos discursos.",5.0
453,"Es buen profesor, por lo menos en investigación I. Me gustó porque no se quedó con lo más básico de la investigación, sino que nos enseñó, entre otras cosas, cómo se hacen ciencias sociales en el siglo XXI. No es muy complicado pasar con él, de hecho, nunca deja a nadie. Es un poco desordenado, pero no es aburrido.",4.0
454,"El profesor no da los temas, no va a clase, no envía las notas oportunamente y tiene un sesgo contra los temas de derecho privado. : No es nada dificil. : No va, no se aprende y no se preparan las clases.",2.0
455,": Una clase tediosa, con un profesor sin pedagogía y con 0 metodología.",1.8
456,"Es una clase muy mala, el profesor llega tarde y nunca entregó notas. es arbitrario con las notas y tiene preferencia por las mujeres en la clase, por lo cual los criterios de calificación no son claros. La clase es tediosa las pocas veces que la dicta, a veces el mismo profesor se queda dormido. : -Los talleres que proporciona en su clase permiten aprender de forma autodidacta la lógica. ",2.0
457,"Es un profesor con amplio conocimiento sobre el tema y explica con base en las lecturas. A lo largo del curso hay un hilo conductor entre lo temas. Sin embargo, a veces se pueden tornar tediosas las clases cuando no hay participación.: Los trabajos no son complicados si se pone atención en clase : La clase se puede tornar aburrida ",3.0
458,"Aunque sabe mucho, a veces no es tan accesible a los estudiantes dada su actitud. Es importante que se hagan preguntas de las lecturas, si no, hace quiz aludiendo que “está suficientemente claro” o que “nadie puede dudar acerca de lo que no conoce”.: *Tiene un amplio conocimiento y explica muy bien.
*Siempre busca dar ejemplos cotidianos o de interés jurídico para explicar cada tema. 
*Los parciales no son difíciles. : *Generalmente llega tarde (el retraso puede ser hasta de una hora y cuarenta). 
*En ocasiones responde mal ante las preguntas de los estudiantes. 
*La dinámica de la clase depende mucho de su estado de ánimo.",3.5
459,": Sabe muchísimo del tema.
Los talleres son entretenidos e interesantes, y si se quiere se puede buscar por Internet las respuestas, aunque no siempre son las mismas que diria el profesor.: La clase es tediosa, si uno no pregunta esta el riesgo de quedarse dormido o aburrirse.
Da la impresión de que no le gustara estar en clase.
La mayor parte de las clases consisten en preguntas de los estudiantes sobre la lectura y nada mas.
Nunca entrego notas, sino hasta 1 mes después de que se cerrara el sistema.
Los talleres que pone de tarea se encuentran por Internet.
Aunque critique la impuntualidad de sus estudiantes, lo cierto es que él llega bastante tarde en algunas ocasiones.",2.0
460,"Excelente docente, domina a la perfección las temáticas que enseña, muy condescendiente con sus alumnos, una persona muy comprensiva cuando se le interviene por fuera del aula. El material de lectura es excelente, leyéndolo se puede dejar la nota MUY alta, hace empleo de material audiovisual y actividades lúdicas, como películas, a la perfección.: Muy buena persona cuando demuestras interés por la asignatura
Si eres egresado del Instituto Alberto Merani te quiere el doble.
: Si no lees no te irá bien.
""No tiene caso llegar 1 hora después"", si llegas más tarde tal vez ni ha comenzado clase
",4.4
461,: Sus clases son pésimas por la falta de pedagogía y de disposición del profesor por enseñar los temas además el trato mm es el mejor,1.5
462,"Es un profesor muy inteligente y con mucho conocimiento y autoridad para dictar su clase, pero derrumba todo con su forma tediosa, aburrida y para nada didáctica de enseñar. ",2.6
463,"Me gustó la clase de Lógica con él, la metodología de la clase estaba hecha para que uno mismo aprendiera con los talleres y que entonces uno llegara a aclarar dudas: Una persona muy inteligente: Los criterios de evaluación son desconocidos, entrega notas sólo al final del semestre
No se le ve con muchas ganas de enseñar",4.0
464,Es un crack. Hay que leerle y saber preguntar o participar con fundamentos.,5.0
465,"Es una clase excelente, los temas son muy buenos y el profesor tiene un amplio conocimiento en el tema de interpretación y la filosofía analítica. La bibliografía de su clase es muy buena y sencilla, los temas son muy importantes para la carrera. Los estudiantes suelen quejarse porque no leen y no preguntan en clase, lo que disgusta al profesor. Si...Leer más...",5.0
466,"Es el peor profesor que me ha dado clases: Es irrespetuoso, no enseña los temas que debe sino que los deja para hacerlos en exposiciones en las cuales ataca a todos los estudiantes con comentarios groseros.. no se aprende nada y los parciales son bastante arbitrarios y con un diseño poco útil para una evaluación adecuada",1.5
467,"Me parece que la clase con él puede ser buena si se tiene buena disposición y de hacen las lecturas. Sabe del tema y sabe, a su manera, cómo transmitirlo a los estudiantes. Era grosero a veces y también montador, lo mejor sería evitar que se aprenda tu nombre por las razones equivocadas. Su parte en los parciales que realizaban estaba mucho mejor que la de José Elver.: Sabe del tema.
Le preocupa que los estudiantes aprendan.: Grosero.",3.5
468,"Muy mal docente, no sabe formular los parciales, no entrega notas sino hasta el final, no entrega los parciales calificados. Dicta la clase junto con Oduber Ramirez, el cual es muy grosero. No tiene buena catedra. Son los peores profesores que he tenido.",2.0
469,"Es de los mejores profesores que he tenido, sabe muchísimo sobre los temas de la clase y los explica muy claramente
Sus parciales son de pregunta abierta
Imparte el curso junto a Jose Elver Muñoz Barrera: Muy claro al explicar los temas",5.0
470,"Excelente profesor y su materia es muy organizada, aunque es pesada pero si se trabaja duro se deja alta.",4.9
471,"Mala profe. No da los temas, falta mucho a clase y la delega a la monitora. Al final exige saber procesal civil aunque la clase es de bienes: No maneja el tema, falta a clase y es dura con las notas. ",1.5
472,MUY mal profesor. No vería más nada con él. Sus clases las sentía sin estructura y divagaba cada segundo. Cada clase tocaba temas distintos sin hilo conductor aparente y las notas también se las inventaba. Dejaba mucho trabajo de un día para otro y al final las notas se las terminó inventando. Horrible clase.,2.0
473,"Imparte el curso junto a Fernando Pardo. Sabe mucho del tema a tratar e la clase; pero tiende a divagar bastante mientras explica y la clase pierde el hilo cuando eso sucede
Deja bastantes talleres a lo largo del semestre y sus parciales son durísimos: Claridad con las notas: Tiende a divagar mientras explica",3.8
474,"Es de los mejores profesores que tiene la facultad. Utiliza un modelo práctico de clase donde te obliga a dejar de lado la teoría y concentrarse en la practica del derecho notarial. Es muy buena persona. La clase no es tediosa pero se aprende de todas las áreas del Derecho Civil.: *Buena Persona.
*Claro a la hora de enseñar. 
*Interés por el aprendizaje del estudiante. ",5.0
475,"Enseña todo menos investigación, es muy flexible con las notas.: Aprendes mucho sobre filosofía del derecho y derechos humanos.
Muy buena persona y muy comprensivo
: No enseña casi investigación",3.0
476,"Sus cátedras están claramente marcadas por su ideología, y su oratoria es bastante tediosa. Para la clase trae bastantes ponentes lo cual hacen la clase un poco más interesante.: La asistencia es importante",2.0
477,"La docente no da los temas mínimos de la clase y se ensaña con los estudiantes que la cuestionan por ello: Maneja el tema: No da el tema, falta a clase, lleva tarde y habla mucho sobre asuntos ajenos al derecho tributario",1.5
478,"No maneja los termas y es grosero. : Mal docente, es grosero y solo se permite plantear su punto de vista. ",1.5
479,Un profesor que disfruta su tema de clase pero que puede resultar un poco aburrido: Muy buen manejo del tema: Sólo da clase magistral. Las evaluaciones son muy subjetivas.,3.5
480,"Una chimba jajaja no sé cómo describirlo mejor. 
Sabe demasiado del tema, es muy esquemático, comprensivo y le gusta que los estudiantes sean los que participen.",5.0
481,"Un gran profesor. Indudablemente una de las mentes brillantes del derecho constitucional en este país. Una persona decente. : Conocimiento del Tema. 
Sentido Crìtico",5.0
482,"Excelente profesor, un gran ser humano.: Todo",5.0
483,"- Es una clase muy completa, de las mejores que puede tener la facultad.: - Sabe mucho y está dispuesto a dedicar tiempo a los estudiantes para que aprendan y cuando tienen dudas sobre algún tema se detiene hasta que quede claro.: - Ya que toda la información está en el libro guía, su clase es más repetir lo que ya se leyó, es decir una memorización de las cosas. 
- Maneja el sistema de enseñanza de la mayoría de los profesores Colombianos, un sistema que puede ser obsoleto desde cierta perspectiva.",4.0
484,"Mute buen profesor. Crítico. Las clases son interesantes: Mucha información, buenas lecturas: Puede ser en ocasiones un poquito aburrido",4.9
485,"Es ordenadísimo y con una amabilidad que casi no se ve en esta facultad. Siempre está abierto a las dudas de los estudiantes, y siempre con una sonrisa. Es de los mejores académicos que hay en esta facultad. : Gran rigor académico
La asistencia es importante ",5.0
486,"Muy buen profesor. Es una persona que sabe demasiado sobre el tema y sin duda es su fuerte. Como persona es lo máximo, pues no le interesa rajas sino que sus estudiantes aprendan. Ojalá diera constitucional colombiano.",5.0
487,": 1. Conoce a profundidad los temas.
2. Explica con simpleza los temas.
3. Es ordenado en sus disertaciones.
4. Fomenta la partipación en clase.
5. La clase es amena. ",4.4
488,Además de mostrar una experticia muy envidiable en los temas -y en su labor docente- es una de las personas más amables de toda la facultad.Un genial profesor y un ser humano formidable. Sigo esperando que dicte titucional Colombiano :s,5.0
489,Es un excelente docente. Sabe demasiado y logra transmitir su conocimiento. además de ser una muy buena persona. De los mejores! ,5.0
490,El mejor profesor que he tenido en toda la carrera. Es una eminencia. ,5.0
491,es un Dios,5.0
492,": Se preocupa por enseñar ética a los estudiantes, sabe mucho de derecho procesal y enseña cosas practicas y útiles.: Divaga mucho, lo que afecta la clase, algunas veces falta a la clase y no avisa. Los exámenes y las notas las diseña el monitor de turno. ",3.3
493,"Su clase no es organizada, sobrecarga a los estudiantes de lecturas que muchas veces se encuentran por fuera del programa académico, tiene comentarios inapropiados, chistes y apuntes misóginos e incomoda a estudiantes mujeres con miradas y comentarios personales.
Actualmente cursan contra él diferentes investigaciones por acoso. Sin embargo, sigue siendo docente.: Ninguno.",1.5
494,"Se inventó las notas 
Se aprendió en clase pero no hay trabajo autónomo",3.0
495,"TERRIBLE. Dicen que es excelente abogado, pero como profesor deja mucho que desear. Dicta la clase por encima, falta reiteradamente y cuando comete errores no los asume sino que inventa las calificaciones. Cuando la vi , perdió mi examen final o no reporto la nota al sistema dejándome un 0 como definitiva, cuando hice el reclamo pertinente (el cual...Leer más...: Era gracioso usualmente: Impuntual
No dicta la totalidad del programa
No sube las notas a tiempo
Se inventa las calificaciones",1.5
496,"El profesor aborda los contenidos mínimos de su clase, envía todas las lecturas y sube las notas de manera oportuna para que en caso de reclamo se hagan las correcciones pertinentes, si procedieran. : Se aprende y no es una materia excesivamente pesada.: Los parciales suelen tener bastante dificultad. ",5.0
497,ES UN PUTO GENIO,5.0
498,"Es una persona muy amable, le gusta mucho la carrera y se toma el tiempo para dejar en sus estudiantes reflexiones importantes respecto a la realidad del ejercicio de la profesión: Pone lecturas interesantes y manda ejercicios y de estos últimos, saca muchas preguntas para sus controles de lectura y sus exámenes. : Su monitor habla muy bajito y no se le entiende nada.
Repite una oración tres veces. 
",5.0
499,"El profesor dicta clases magistrales muy buenas, las lecturas en su mayoría son interesantes y fáciles de entender.
Si lee todo es probable que le vaya bien en toda la materia, la asistencia es importante por la cuestión de los quices.
: Los porcentajes están bien equilibrados para que no se vea afectado el estudiante.
parciales basados en los quices. (Acumulativos)
",4.6
500,"Las lecturas son interesantes y acordes al contenido programático. La clase es estructurada y va según un orden. Si se lee todo lo que se pide, una nota alta es fácil de conseguir. Basa los parciales en los controles de lectura, y su manera de calificar es bastante memorística.: Organizado: No fomenta espacios de participación",4.5
501,"Muy similar a las clases de colegio, es mas necesaria la memoria que la funcionalidad o la confrontación entre las ideas. Sin embargo, las clases son claras y las lecturas adecuadas, basta decir que en lo que respecta a las notas es muy factible poder sacarla alta.",3.8
502,"Buen profesor, un poco aburrido pero fácil sin duda. A veces ponía textos un poco complicados, y las reseñas que mandaba a veces eran de un día para otro. Con eso a un lado, se puede pasar facilmente y se aprende.",3.5
503,"Gran persona y buen profesor: Es una cátedra muy enriquecedora dónde los temas son tratados a profundidad ya que el profesor es un genio, : Si no le interesan los temas de la clase se puede tornar aburrida",4.3
504,"Este profesor es amable, pero aprendí alrededor de un 10% del contenido respecto al otro grupo de Sociología del Conflicto. Es fácil pasar con nota alta, sin embargo, este profesor no atiende a clases y siempre está pendiente de estar en el ultorio Jurídico en vez de enseñar verdaderos contenidos. Toda la clase gira en torno a presentaciones de los estudiantes. : Los contenidos que se deben aprender en esta clase no los enseña el profesor.",1.5
505,"Había leído reseñas muy malas del docente, pero no me pareció mal profesor. Si bien un componente importante de la clase son las exposiciones de los estudiantes, el docente siempre retroalimenta y promueve la discusión en el curso. 
En ocasiones trae invitados a la clase para hablar de temas específicos y comparados al otro curso me parece que no e...Leer más...: Se deja MUY alta.
Es amable y abierto a responder dudas y sugerencias. : En ocasiones las clases no se dan completas.
Premió a gente que nunca iba a clase con buena nota",4.7
506,": Se puede dejar en 5 si asiste todas las clases: No explica
Todo son exposiciones de los estudiantes
Su ""crítica"" a la psicología, en especial la jurídica aunque en principio tiene bases, termina siendo una visión sesgada y exagerada, es muy ideológico",1.6
507,"Pésimo. Las clases son aburridas y tediosas, el profesor nunca va y cuando va no explica mucho que digamos. La mayoría de las clases son exposiciones. Lo único bueno es que se deja alta sólo con ir y hacer una artículo de 20 páginas.",2.0
508,"Hasta ahora es la peor clase que he tenido. El 70% de las clases son exposiciones preparadas por los estudiantes, si bien este recurso puede ser útil, el profesor abusa de él y casi no dicta clase. También faltó a bastantes clases por distintos eventos. : Se deja alta
Claridad con las notas
Es amable. : No transmite el conocimiento
La clase no es productiva
Prácticamente es una clase de exposiciones armadas por los estudiantes. 
Si la exposición no es productiva no interviene en ella",1.1
509,": 1. Fomenta la partipación en clase.
2. Hay claridad en las notas.: 1. Es disperso.
2. No se lleva un orden en relación al contenido programático.
3. No muestra interés por el aprendizaje.
4. No se aborda a totalidad el contenido de la asignatura.",3.0
510,"Es una excelente docente, las clases son muy buenas. La profesora abordó el contenido total del curso, aprovechó al máximo el tiempo del semestre. Se preocupa por enseñar y que los temas queden claros. En la clase se evalúan varios aspectos del desempeño del estudiante como lo es el trabajo individual y trabajo en grupo, y se hacen dos parciales. L...Leer más...",5.0
511,"La clase es muy buena. La profesora sabe transmitir y abarcar todos los conocimientos de la materia, logra mantener la atención y enseñar todos los temas que están programados en el curso. Si bien deja muchos trabajos, estos complementan y ayudan al aprendizaje de temas que en principio no son muy atractivos o fáciles de entender. En cuanto a notas...Leer más...: Optimiza el tiempo de las clases.: La profesora tiene un temperamento fuerte en ocasiones difícil de llevar.",4.3
512,"Es la persona con peor actitud para enseñar: Las clases son aburridas, es una persona muy grosera y agresiva con los estudiantes, no se aprende y se sufre",1.5
513,: Es ordenada: Redacta mal los parciales y las evaluaciones en general y muchas veces no reconoce los errores.,3.0
514,"Buen docente. : Pasar la materia es sencillo, tiene sentido del humor para dictar la clase, sabe de los temas que aborda. : Es tediosa la clase y  no se aprende mucho pero es consecuencia del tedio de la clase que hace que la gente no asista. ",3.5
515,"La clase es buena, y se ve que el profesor sabe muchísimo e intenta que uno se involucre en la construcción de conocimiento, dejando investigaciones para casi todas las clases, las pregunta y suman a la nota de participación -que tiene un gran porcentaje-. Sin embargo, hubiera sido mejor profundizar más en algunas instituciones del derecho procesal...Leer más...",4.0
516,"Realmente la clase la construyen todos los estudiantes previa lectura de un autor (asignado a cada uno a inicios del semestre). Dado la complejidad del pensum, esta materia debería abordar un Derecho Procesal General además de solo ver las instituciones juridico-procesales desde lo teórico, sin embargo, ese es el nombre de la materia y el profesor ...Leer más...: La materia es fácil.",4.4
517,"Una excelente profesora. Explica bien los temas y logra abarcarlos todos. Se aprende bastante. A pesar de ser un poquito pesada con las notas, en general es una profesora muy buena.",4.0
518,"Es mi profesora favorita en lo que voy de la carrera. Es humana, y pedagógica. Es exigente en las calificaciones pero se aprende muchísimo y ella aprecia tu esfuerzo. Bastante recomendada para Hermenéutica J. y Lógica y Argumentación J.",4.9
519,"Es una gran profesora, sin duda alguna. Sus clases tienen todas un fin bien definido y están muy bien estructuradas. Es difícil y a veces escuelera (cuando se pone brava o en el trabajo fina de la materia). Sin embargo es poco frecuente que se enoje y es muy buena guía para los estudiantes que buscan ir más allá con sus estudios, inclusive fuera de...Leer más...",5.0
520,"Muy buena profesora. Es la segunda materia que veo con ella y sin duda es de las mejores (si no la mejor) profesora que he tenido. Es organizada, práctica y muy humana. Para cualquier persona que tenga la oportunidad de ver una materia con ella: hágalo: Organiza
Sabe de lo que enseña
Humana: Parciales un poco complicados",5.0
521,"Es una profesora extremadamente preocupada por que sus estudiantes entiendan bien, se pone brava cuando nadie hace las lecturas, lo que es natural, pero son datos y hay que darlos. La Universidad perdió mucho al no tenerla en sus aulas.",5.0
522,"De las mejores profesoras que he tenido en la carrera, se nota su compromiso con la docencia.",5.0
523,"Una excelente profesora, organizada y concisa, motiva ir a clase. Un poco pesados los parciales.: Se aprende.: Parciales difíciles.",4.4
