,Review,Calification
125,"Paciente, pero se queda muy corto en tiempo",4
126,"Gran recorrido, buena experiencia. No profundiza demasiado como si lo hace la bibliografía recomendada. Los parciales son fundamentales, no hay más nota que esa (también unos quizes parecidos a los parciales), no confiarse de los parciales, por suerte para eso deja buenos talleres, recomiendo trabajarlos a la totalidad corroborando las demostracion...Leer más...Pros: Amable, dedica tiempo extra clase, recursos muy buenos.Cons: Las correcciones hacerlas lo más pronto posible, si se le da tiempo es capaz de durar todo el semestre sin ayudarlo. También cometió errores al calificar que casi me valen la materia.",4
127,"buen profesor, se le nota el dominio de la clase total, es exigente en los parciales pero no son imposibles, deja talleres para practicar y siempre aclara las dudas con la mejor disposicion, las clases no son monotonas",4.5
128,"Uno de los mejores docentes del departamento de Matemáticas, Pros: Califica justo. 
Muy amable, resuelve cualquier dudaCons: Nada",5
129,"Muy buen profesor, explica los temas muy bien y da material de estudio para los parciales, que son muy trabajables.Pros: Pedagogía. Se le entiende todo muy bien. No califica duro.",4.6
130,"Explica claramente los temas, solo son parciales y envia talleres para repasar. Se quedó un poco en terminos de tiempo con los demas grupos pero logro reponerlo y exponer todos los temas de la materia.Pros: Explica bien, atiende cualquier duda.Cons: La clase podria llegar a mayor profundad en cada tema. ",4.6
131,"El profesor es buena gente, enseña bien y las clases son amenas con él. Pros: Buena gente",4.5
132,"Pros: se deja hablar.
deja taller no calificable que ayuda.
ayuda a pasar la materia.Cons: se enreda mucho.
se equivoca casi siempre.
no son tan didácticas las clases ",4.5
133,"Vi con él el curso de Álgebra Lineal. Es fácil relativamente, explica con paciencia aunque a veces se enreda; se aprende lo explicado, pero no mucho, siendo suficiente para las ingenierías. Hace tres parciales, no son muy complicados (aunque el 3ero es el de más cuidado, pensé que sacaría alta nota y pum!).",4.5
134,"Es como un profesor intermedio ni muy dificil, ni muy facil, su forma de enseñar es relativamente buena pero no trasciende en ningun aspecto realmente.Pros: metodologia regular de enseñar, es facil relativamente,",3
135,"No me gustó para nada haber visto calculo diferencial con él, realmente no comprendía absolutamente nada de lo que decía, las preguntas de los parciales son sumamente raras, no le gustaba cuando no le entendían, no era agradable preguntarle cualquier cosa.Cons: No deja talleres ni hace quices (todo está en los libros, dice)",1.5
136,"Las clases son sumamente desorganizadas y no se sabe explicar; prácticamente se debe aprender todo de manera autónoma. No deja talleres ni hace quices.Pros: Hace recuperación de cada parcial, menos del final. 
Al final ayuda con nota para que no pierda tanta gente :v Cons: No enseña
",2.5
137,"No es buen profesor para nada, es muy distraído y las clases son muy desorganizadas. Comete gran cantidad de errores mientras explica un ejemplo, ademas incluye temas que son prescindibles  (para cualquiera que no estudié matemática pura), con lo cual le quita tiempo a otros temas de gran importancia. 
No es clara su manera de explicar y muchas vec...Leer más...",1.5
138,Pros: Sus parciales son fáciles Cons: Se confunde mucho durante las explicaciones,3.9
139,"Claudio es una persona muy inteligente, el inconveniente es que no esta calificado para dictar una materia de tanta rigurosidad para la carrera de matemáticas como lo es ""Grupos y anillos"", en todo el semestre avanzo muy rápido sin profundizar en ningún tema en particular y se pone demasiado nervioso a tal punto que se pone a sudar y no explica bien los temas.Pros: 25% de la nota del curso son quices muy faciles de los ejercicios sugeridos por el profesor del fraleigh.Cons: 1. Se pone muy nervioso en clase.
2. No profundiza en ningún tema.
3. los parciales eran algo complejos a comparación de lo que el enseñaba.
4. No era muy cumplido para las fechas de evaluaciones.
5. No preparaba las clases.
",3
140,"El profesor si prepara las clases, explica bien los conceptos y se preocupa porque todos entiendan los temas del curso. Sin embargo, es verdad que a veces se enreda un poco, y es muy afanado lo que es estresante.
Hace muchos quices a lo largo del curso, y sus exámenes no son difíciles si uno estudió.Pros: Hace muchos quices.
Exámenes realizables.Cons: Muy afanado.",3.8
141,"Se pierde mucho dando clases y pareciera que en la mayoría de oportunidades el no preparara clases. El tiene un carácter volátil y puede afectar el desarrollo del curso, debe llevarle uno con calma. El hace quices con regularidad y los parciales suelen ser fáciles, lo cual permite dejar la materia alta si uno estudia por su cuenta.     Pros: - Es fácil pasar con él
- Cuando se propone, sabe explicar las cosas.Cons: - La mayor parte del curso es mejor aprender por cuenta propia",2.7
142,"Juan Gabriel es un profesor pragmático y directo , le gusta explicar las cosas de la manera más sencilla posible y eso en Integral se le agradece bastante. Tiene muletillas muy chistosas y en general es muy buena gente y buen profesor. Sus talleres están muy bien realizados. ",4.2
143,Pros: Los parciales no son nada complicadosCons: en algunas ocasiones no se entienden los temas explicados en clase. ,3.6
144,"Guillermo es un excelente matemático, pero un pésimo docente. El es ideal para cursos superiores de pregrado, pero no recomendable para cursos introductorios. Pasar con él es fácil, pero  al costo de estudio autónomo. Solo recomendaría inscribir con él si tiene tiempo para pedirle asesorías por fuera de clase y usted es matemático Pros: - Sabe mucho del tema
- Se logra una nota altaCons: - No tiene pedagogía
- No se la lleva bien con otros profesores y esto dificulta los parciales conjuntos ",1
145,"Es un matemático excelente, pero como docente deja mucho que desear, muchas veces no respeta las notas, sin embargo busca el beneficio al estudiante. No aprendí mucho.",2.7
146,"El tipo sabe mucho pero durante las clases no se le entiende nada, es la persona más perezosa que he visto, incluso dice:""la pereza es mi reina"" .
Su pedagogía es pauperrima por no decir inexistente.
Los parciales son dea grupos de todo el salón, luego hay que sustentarlo pero aunque uno no sepa mucho lo ayuda.Pros: Se deja altaCons: NO se aprende absolutamente nada",1.5
147,"Pros: Sabe mucho del tema
Es organizado en la temática (por la experiencia dictando clase)
Explica bien
Si uno aprovecha la clase, aprende muchoCons: Impuntual 
No respeta los acuerdos sobre notas (aunque siempre busca el beneficio del estudiante)
",3.4
148,"Excelente profesor y persona, explica muy bien, hace quinces en parejas, en los parciales pregunta lo que enseña y hace la clase dinámica ",5
149,"Excelente profesor. Sus cursos son ideales para estudiantes realmente interesados en aprender y comprender conceptos a buena profundidad para el correspondiente nivel (y hasta mas si se quiere). Es afable y no deja tornar las clases grisáceas y pesadas.  Requiere, empero, una cantidad significativa de esfuerzo. Evidentemente necesario para la correcta comprensión de los temasPros: Profundiza lo suficiente y más si el estudiante lo desea.

Conoce de manera excelsa lo que enseña",5
150,El profesor Armando es el mejor profesor que he tenido en toda mi vida y no sólo me refiero a profesores de matemáticas. Yo acabo de salir del colegio odiando las matemáticas y otras materias más pero en el curso de matemáticas básicas que tomé con él me sentí genial y apasionada con todo lo que nos enseñó. El profe nos hablaba obvio de matemáticas...Leer más...,5
151,"Es justo , se aprende ,  el tipo exige lo necesario ,  recomendado si quiere aprender.",4
152,"Personalmente me parecio uno de los mejores profesores, tiene una metodologia para enseñar muy buena y se le entienden perfectamente los conceptos, domina muy bien la materia y es bastante amable.Pros: Amabilidad, dominio del tema, entendimiento de conceptos dificiles ademas sus parciales me parecen bastante justos pregunta lo que enseña.",4.6
153,"En general es muy buen profesor, no cansa en las clases y s eme hace que sus parciales son justos, quicez de a parejas, como el dice el que pno pasa esta materia es porque no quiere. No regala nada, ahi que trabajarle para ver los frutos.Pros: Muy chimba sus clases",4
154,"Es un muy buen profesor. Explica muy bien, hace la clase amena y hasta divertida. Hace quices en parejas y la mayoría de los puntos de los parciales salen de los talleres que manda. Pros: Muy buena gente
Buenas explicaciones 
Las evaluaciones no son difíciles si es juicioso Cons: Cuando vi la materia dejó un par de temas sin explicar",4.6
155,"Muy buen profesor, mejor persona.Pros: 
- Enseña de una manera intuitiva y clara.
- Hace dinámicas sus clases.
- Envía talleres recomendados para estudiar. 
- Los quices son en pareja.
- Evalúa lo visto en la clase y recomendado en los talleres.Cons: 
Ninguno",5
156,"Es un excelente profesor explica bien y es amable.Pros: 
-Es muy bueno explicando y domina los temas muy bien.

-La clase es muy amena, nunca deja que la clase se torne aburrida.Suele usar ejemplos ,analogías y anécdotas para hacerse entender.

-Es amable.",5
157,"El profesor Armando es un profesor muy buena gente que domina los temas que explica. Sus clases son amenas y nada aburridoras. Permite que los estudiantes hablen, pregunten y no se molesta si se preguntan cosas básicas. Ademas el profe es muy respetuoso con todos los estudiantes, ya sean mujeres o hombres, no discrimina a nadie y es justo califican...Leer más...",5
158,Exigente,1.5
159,El profesor Armando es genial. Explica muy bien tiene paciencia y explica los temas con facilidad para que no se hagan pesados. Creo que nunca tendré un profesor mejor que el ademas porque su juventud hace que entienda que no solo hay que dictar la clase si no hacerla chevere. Los parciales son lo que el enseña y si uno estudia le va muy bien. Otra...Leer más...,5
160,"Es de las pocas personas que enseña bien, y es buena gente. Buena profesora.
Eso sí debe estudiar mucho por su cuenta para obtener buenos resultados.",4.5
161,"Es una excelente profesora y es muy amable con los estudiantes. A veces es complicado entender su letra pero esto no afecta el entendimiento de los temas. Los parciales se pueden preparar fácilmente haciendo los talleres que deja. Se demora bastante calificando los parciales, debido a que a cada persona le escribe en qué se equivocó en cada punto. ...Leer más...Pros: Amable. Sabe bien lo que enseña.
Parciales manejables.
Clases de resolver dudas.
Cumple horario de atención.
Nota por asistencia a clase.Cons: Legibilidad de la letra
Demora en calificar parciales
Porcentajes de parciales altos (30%)
",4.5
162,"Clara es muy buena gente, querida y dedicada. Aunque es muy fácil pasar con ella, y no califica duro, hay cosas que si se necesita estudio autónomo con su materia. Aveces hace mal calculos y toca corregirla, pero entretiene con sus historias sobre las matematicas.Pros: Es amable, explica bien sus temasCons: Sus clases son muy generales y no tan profundas. Las fallas te bajan tu nota de 10%.",4
163,"Clara es mala profesora, se le agradece que sea buena persona y no tire a matar en los parciales.Pros: Es fácil pasar la materia si uno estudia todo de manera autónoma. Cons: Muchos, los cuales no puedo enumerar. ",2.5
164,"Es buena profesora en general. Se alcanzaron a ver todos los temas del curso, pero no se profundizó en combinatoria, números racionales, y números reales. Los parciales que hacía eran sobre lo que enseñaba, y sobre los talleres que enviaba, por lo que era fácil estudiar para pasar bien; incluso a veces repetía preguntas de semestres anteriores.Pros: Fácil estudiar para los parciales
Amable
Buen horario de atención
Califica procedimiento más allá de solo el resultado final
Nota por asistenciaCons: Porcentajes altos
Mala letra
No se profundiza en algunos temas
Se desvía del tema fácilmente",4
165,No me gustó. Me parece que es rosquera con los estudiantes y atiende cuando se le da a gana. En un principio tuve la mejor actittud pero al estilo de escuela me dejaba la mayoría de veces con la mano alzada para participar o formular preguntas. ,2
166,"Es un profesor increíble,se preocupa porque aprendas e indagues más del tema,es uno de los mejores profesores que he tenido es muy amable y te ayuda en lo que necesites, hasta donde su capacidad como docente le permita claro esta.Pros: Explica genial,en serio se esmera en que aprendas. Cons: ninguno,es sin dudas el mejor.",5
167,"se pega muho al tablero y a veces la clase tiende a ser aburrida, envia los talleres tarde y se retrasa con las fechas, es bastante desordenado con las notasPros: ayuda al final para subir la notaCons: desordenado con la notas e impuntual",3
168,"El profesor es buena gente, explica bien y es ordenado, se aprende bastante con él. Aunque se la pasa pegado al tablero y en un poco robotizado. Además tira duro en los parciales, recomiendo que además de realizar los talleres, realice ejercicios por su cuenta de un nivel más difícil, pues los talleres son sencillos a comparación de los parciales.Pros: Se aprende con él. Explica bien.Cons: Los parciales son muy difíciles.",3.7
169,Exigente,1.5
170,"No me gustó su método.  No se le puede hablar porque se altera muy rápido, es hostil; por momentos parece que ni siquiera destar disfruta dar una clase.  También su método de calificar es ridículoPros: NadaCons: Es presumido
El tono de voz desespera",1.6
171,"Pedro es buen matemático, sabe bastante sobre conjuntos y lógica, es bueno en su área, y explica claramente todos los temas sin dejar ningún detalle por justificar.  Su gran problema es que es muy exigente y aveces esto suele a llegar a ser desesperante.. Baja demasiado por errores comunes. Hay que llevarlo con calma. Pros: Bueno explicando.
Parciales sencillos y manejablesCons: Baja por cualquier cosa y aveces desespera. ",4
172,"Domina muy bien los temas que dicta,eso se nota en todo;es muy organizado, se asegura de que el estudiante tenga todos los recursos a su disposición para entender los temas vistos.Es un profesor exigente, no suele ser fácil pasar con él pero se puede.Sin embargo,hay que decir que muchas veces anda de mal genio, le gusta aterrorizar a los estudiante...Leer más...",3.5
173,"Excelente maestro
A veces pareciera estar regañando, cuando uno le pide una explicación, pero si lo hace, no le veo problema a eso, todo es con la intención de que uno aprenda.",4.5
174,"Es un profesor muy amable y se nota que tiene mucho conocimiento en el campo pero tiende a sobre exagerar al corregir lo que hace la materia difícil de manera artificial.Pros: -Buen dominio del tema.Cons: -Demasiado exigente calificando a un punto que parece ridículo.
-No responde bien a las dudas de los alumnos.",2
175,"Pros: Excelente manejo de tema, su experiencia se nota.Cons: Demasiado exigente calificando.",5
176,"Pros: El sabe muchísimo de matemáticas en general , es amable, y explica bien , ademas el profesor hace que uno se esfuerce ,aveces es gracioso.
Cons: Es bastante exigente (calificando),los parciales como tal no son difíciles ,pero con su forma de calificar es duro pasarlos altos,tiende a bajar por cualquier cosa",3
177,"Es un profesor estricto, explica muy bien y sus conocimientos son más que suficientes para esta materia.
Le gusta que las cosas se hagan en orden, como él quiere. Puede bajar la nota y hasta no calificar por no hacer las cosas como las exigió.
Tiene voz de mujer :vPros: Los temas se aprenden si o si.Cons: Exigencias en presentación.",4.2
178,"Buen profesor, explica bien y da ayudasPros: Esta dispuesto a aclarar preguntas Cons: Asume que el estudiante sabe varias cosas que en ocaciones no es tan claro",4
179,"Es una buena persona pero es algo perezoso, hizo supletorios a la gente que iba mal en  los parciales.Pros: 1. Es buena gente.
2. Se deja corregir cuando sabe que esta equivocado.
3. Trata de ayudar con la nota.Cons: 1.Algunas veces no preparaba las clases.
2. Llegaba media hora tarde a los parciales.",4
180,"Prepara bien sus clases y trae consigo sus programas para basarse en las explicaciones, deja bien claro los métodos numéricos del curso y sus parciales son justos. Le encantan los numero primos y Fibonacci :v.Pros: Parciales justos pero no tan sencillos.Cons: A veces no explica bien estrategias de programación para resolver un problema.",3.5
181,Parece que siempre esta enojado dando clase pero enseña bastante bien.Pros: Ayuda bastante en los parciales y no son difíciles,3.5
182,"Pros: El profesor va al día con el tema, maneja ejercicios cada que termina de explicar el tema.Cons: Califica duro en los parciales, si el punto esta incorrecto no te vale nada del procedimiento, no manda talleres ni ejercicios de repaso.",3.5
183,"No te puedes concentrar en clase con él , ya que se vuelven aburridas , sin embargo para pasar algebral lineal o cualquier otra materia basta con leerse el libro guía , asi que pues pasar con él no es un problema ya que sus parciales no son díficiles , pero pues si no lees bien el texto guia pues complicado pasarlos , ya que las clases no son las mejores que digamos.Pros: Parciales fáciles (lee el texto guía, no seas vago)Cons: clases dificiles de concetrarse, si te fue mal en un parcial revisalo muy bien ya que califica muy a la carrera y se equivoca mucho en las notas , pero sí acepta reclamos.",3
184,"Es un profe que sabe, pero no es bueno enseñando. Se confunde a él mismo mientras explica, por lo que uno se confunde peor. Siempre comete errores y al final los ejercicios estaban mal. Uno tiene practicamente que estudiar por sì mismo.Pros: Su actitus es buena y siempre está dispuesto a corregir sus errores",2
185,"Las clases con este profesor son muy aburridas y se tornan molestas cuándo se confunde con cuentas sencillas (cosa que ocurre casi todo el tiempo), con lo cuál pierde tiempo. 
El único aspecto rescatable es que los parciales son sencillos (van de lo explicado en clase) y en general es amable con la nota.
Como sugerencia, realizar mucho trabajo autó...Leer más...Pros: Parciales sencillos.
Calificaciones generosas.Cons: Clases muy aburridas.
Se confunde con cuentas.
",2.5
186,"Al principio del curso se equivoca mucho haciendo cálculos en el tablero, lo cual confunde, las demostraciones que hace son interesantes, explica y cubre bastantes temas pero en cierto punto sus clases se vuelven aburridas, lastimosamente cuando ya empezó a explicar temas interesantes, los estudiantes hablaban mucho y ya no había respeto en la clas...Leer más...Pros: Explica el temario completo
Califica procedimientos.Cons: Se equivoca mucho
La clase es aburrida",4
187,"Es un profesor muy regular. En la clase explica cualquier tema a partir de demostraciones haciendo la clase tediosa, larga y enredada: se dedica a copiar de una hojas de notas de lleva. Aunque cuando realiza ejercicios resuelve todas las dudas. Se requiere demasiado trabajo autónomo.Pros: Resuelve dudasCons: No explica claramente
No organiza sus clases",2.5
188,"Pros: Tiene un conocimiento profundo del áreaCons: Impuntual a clases, parciales y quiz, vago para la clase y se enrreda para explicar",2
189,"Pros: parciales faciles y ayuda Cons: tiene una metodologia que solo funciona en grupos pequeños, y si ademas tienen problemas de atención esta profesora no es para ustedes",3
190,"Explica bien, pero es rajona como ella sola en los parciales, muy exigente. No me gustó que dejaba talleres para entregar la misma semana de parciales.Pros: Atiende con paciencia las dudas de los estudiantes.Cons: Es muy difícil subir nota con ella si te va mal.",3.3
191,"Un profesor ideal para repetir la materia, es muy amable y los parciales son trabajables; sin embargo, sí es la primera vez que cursa la materia, dificilmente aprenderá pues gran parte del curso lo utilizará para aprender a decifrar sus garabatos y entender lo que dice, pues tiene un acento bastante inenteligible Pros: Muy amable, totalmente cumplido con el calendario, parciales trabajblesCons: Acento y letra ininteligible 
PROFESOR PARA REPETIR, NO PARA APRENDER",3.5
192,"Buen profesor, aunque al inicio cuesta acostumbrarse a la escritura y el dialecto. Es justo y radical al calificar, los quices son sencillos, y en los parciales van los temas que el dice que van a ir.",4.8
193,"Explica bien, parciales y quizás sencillos que salen de ejercicios en clase, talleres y tareas que si bien no las recoge, sirven mucho para entender los temasPros: Buenas explicaciones y ejercicios
Parciales sencillosCons: El profesor tiene un acento y escritura muy particulares que a veces se hacen enredados
Es un poco estricto con la puntualidad, uso de celulares y gorras",4.5
194,"Es exageradamente conservador y rígido (podríamos prestar servicio militar con él), no permite el uso de gorras, ni celulares en clase (incluso si es con fines académicos), ni hablar en clase con los compañeros a menos que sea para preguntar o participar de la clase. A quienes tengan problemas para seguir el ritmo de la clase y al mismo tiempo ente...Leer más...Pros: Disposición a resolver dudas
Puntual
Cons: Muy rígido y cerrado a la metodología de clase que lleva
Explica muy rápido ",3.5
195,Al calificar deja pasar algunos errores y generalmente sus pruebas son fáciles ya que están basadas en los ejemplos del libro guía que utiliza.Pros: Es muy objetivo en las calificaciones y siempre esta atento a las inquietudes de los estudiantes. La clave para pasar esta en leer el libro guia.Cons: Al principio es difícil acostumbrarse al acento y a su letra.,4.5
196,"Explica bien los temas, solo que por la complejidad de la materia se decae un poco.",4.7
197,"Es un profesor que utiliza muchísimo el tablero, organizando todas las explicaciones allí, junto con dibujos que permiten visualizar de una manera amena los temas que se explican. Evalúa lo que enseña, y tiene en cuenta el orden con el que se ejecuten los ejercicios.Pros: Muy ordenado, letra bonita y dibujos acertados. Evalúa lo que enseña. Usa varios ejemplos.Cons: Habría sido bueno poder acabar los temas pero hubo problemas de contratación. ",4.5
198,"Es excelente profesora, muy paciente y comprensible con sus alumnos. Un amor de persona y muy aplicada en sí labor docente. Pros: Talleres y monitorias con quizzes que ayudan bastante. Cons: Pone muchas cascaritas en los parciales. Hay que tener mucho cuidado. ",4.5
199,"La señora explica de una manera increíble, hace que integral se entienda de la manera más sencilla y es un amor de persona. Pros: Los parciales son re fáciles, si no le va bien es por vago",5
200,"La profesora es muy buena explicando, entiende muy bien sobre los temas y usa herramientas audiovisuales que son muy útiles para el aprendizajeCons: Los parciales son difíciles, hay que estudiar demasiado ",4
201,Excelente dominio del tema. Tiene disposición para explicar cada una de las temáticas. Sus diapositivas son excelente herramienta de aprendizajePros: Excelente disposición para explicar dudas.Cons: Es un poco temperamental.,5
202,"Muy buena profesoraPros: Explica muy bien
No le importa extenderse
Maneja perfectamente los medios audivisuales
Los talleres son bien preparados y los envía constatemente Cons: A veces explica un poco lento
Parciales un poco difíciles",4.7
203,"Explica muy bien y es pasable y entendible con ella, lo malo eran no más las diapositivas pero de resto la profesora es un amor
",4
204,"Muy buena profesora. Explica claramente y con mucha profundidad. A pesar de ser el calculo para ingenieria se esfuerza para que los estudiantes al menos vean y entiendan las demostraciones. Califica muy coherente con lo que enseña.Pros: Buena explicando, atenta a cualquier pregunta",5
205,"Explica las diapositivas de la clase que las manda al correo, no es tan buena explicando aveces se confundePros: Es fácil pasar, solo hacer sus talleres",3.6
206,"Muy buena profesora. Enseña de foma muy amena y clara, responde hasta la duda más pequeña. Explica a partir de unas diapositivas impecables con los temas condensados, las cuales comparte por correo. Trata de hacer quices de vez en cuando (los viernes) que no son muy difíciles, y como bien se sabe, los parciales en esta materia son conjuntos.",4.5
207,"buena profesora, pero hay que estudiarle , las presentaciones son buenas, pero la materia en si es densa.Pros: buena gente, Cons: hay que trabajarle bastante",3
208,"es una buena persona, pero realmente no parecio disfrutar mucho darnos clase, no se llevaba muy bien con los estudiantes y por eso terminaba afectando la clase, muchas cosas que nos eran dificiles o muy obvias no las deciamos y parecia estresarse
uno aprende a demostrar cuando los otros lo corrigen, y uno se asegura cuando nececita la nota, el trab...Leer más...Pros: deja talleres de todos los temas, esos puntos saldran probablemente en los parciales
intenta acercar los temas abstractos con ideas mas cotidianas.
trae objetivos para cada clase
nos ayudo a pasar :'V
es buena personaCons: saca muy pocas notas, casi todo depende del parcial y en fundamentos puede salirle a uno caro.
parciales largos y exigentes
preguntas tan obvias que parecen cascaras, nadie responde
explica las cosas fáciles en clase y lo otro...
se enredo una que otra vez.
trabajos en grupo que no aportaban 
le falta empatia ya que su materia es un curso muy diferente a todo lo que uno espera",3.9
209,"Ella en principio era amable y explicaba bien el curso, pero no sé qué le pasó. Yo creo que le caíamos mal, y muchos perdimos con notas bajísimas. En sus clases transmitía una cierta frustración, que la verdad arruinaba el ambiente del curso en general. 
Los talleres que asignaba no tenían mucho que ver con lo que evaluaba, y no se guiaba de un solo libro.Pros: Intentaba explicar bien. Cons: Era una persona frustrada. 
No se entendía lo que quería evaluar. 
A veces se enreda en clase.",2.5
210,"Ivon es una persona muy inmadura, cree que sabe mucho pero no es capaz de hacer una demostración bien en clase, por lo cual la deja tarea, es muy probable que ella lea esto, así que lo único que le diré: por favor, si no ha conseguido algo mejor y ve que no puede dictar una clase mejor búsquese otra ocupación y no haga que todo un curso sienta su frustración.Pros: NadaCons: 1. No prepara las clases.
2. No sabe demostrar.
3, No le gusta dictar clases.
4. solo presume que tiene un doctorado en álgebra.
5. Se la pasa diciendo que solo dicta clase porque no ha conseguido algo mejor.",1.5
211,Parciales similar a los talleres. Se le entiende lo que explica. Califica justo. Un poco menos de la mitad del curso perdió la materia.,4
212,"Buena profesora, asegurate de hacer todas las actividades del moodle, llegar temprano a clase y hacer los talleres de Martha Moreno",3.7
213,"Ivon es buena profesora y la asignatura se puede dejar alta si se estudia como debe ser.Pros: Explica muy bien los temas vistos en clase y atiende a las preguntas de los estudiantes.

Perdona pequeños errores, No es dura para calificar.

Envía bastantes talleres para trabajar fuera de clase de los cuales saca varios de los puntos para colocarlos en el parcial (o parecidos) .

El ultimo parcial lo califico sobre 6.0, el cual era el 30% de la nota definitiva.Cons: Aveces se enoja un poco pero nada grave.",4.5
214,"Es buena explicando, a veces es un poco aburridor, pero siempre busca aclarar todas las dudas, sus parciales son sencillos y justos. hace quices en moodlePros: Amabilidad
Cons: un poco aburridoras las clases",4.3
215,"Explica muy bien aunque a veces comete pequeños errores o se enreda explicando, pero retoma el tema y realmente se entiende; sin embargo, era porque al parecer era un de los primeros semestres que enseñaba. Los parciales están bien, no pone cosas complicadas. Realiza quices sencillos después de explicar algún tema. Exime del último parcial si los dos primeros están muy bien.
Pros: Amable
Explica bien",4.3
216,"Tome el curso de EDO con ella, cuando recién terminaba su Doctorado en ecuaciones diferenciales, fue una experiencia única. Ella tiene problemas aveces para dar las clases y uno se pierde, pero si uno le pregunta o le hace caer en cuenta, cubre los huecos y listo. Los parciales (cuatro o cinco), son fáciles y algunos son para la casa.Pros: - Es una experta en el tema
- Las evaluaciones son fáciles
- Las experiencias de ella en su PhD, complementan bien el curso Cons: - Se enreda dando temas
- Llega aveces tarde
- Se pierde en algunos temas como integración (Pero esto ya parece que lo soluciono) ",4.4
217,"Excelente profesor, uno de los mejores, explica muy bien , un poco escuelero pero coherente en cuanto parciales y temas expuestos",5
218,"Su manera de explicar es clara y sencilla. Se nota su amor por las matemáticas y lo contagia a uno. Es una persona amable y resuelve las dudas. 
Es un profe de vieja escuela, por lo que se enoja si uno no està concentrado en su clase, pero es un amor.",5
219,Gran docente. El mejor!!!Cons: Califica muy duro los parciales. Pero se aprende mucho con él,5
220,Uno de los mejores profesores que he tenido en mi vidaPros: Explica excelenteCons: Califica muy duro los parciales,5
221,"Excelente profesorPros: Explica bien
Da todo de su parte para que los estudiantes aprendan",5
222,"Excelente profesor
Enseña muy bien, parece un padre.
Pros: Es amable y se preocupa porque aprendas
",5
223,"Es un muy buen profesor, me parece excelente la forma de enseñanza la verdad es que en la Unal hace falta muchos profesores asi.Pros: Explica muy bien
Califica muy justamenteCons: Aveces es de malgenio",5
224,"Excelente profesor. Explica de una manera muy clara, si bien parece escuelero, los temas quedan completamente claros y resuelve muy bien las dudas",4
225," En este curso fue muy buen profesor, todos los temas se dicataban con claridad, y muy dispuesto a despejar dudas. La metodología consistía en dos clases magistrales (en esa época tocó en el auditorio de Biología a las 7 am, lo cual promovía el sueño)  y una de taller con un estudiante de Matemáticas de posgrado. Se puede dejar alta sin mucha dific...Leer más...",5
226,"Excelente profesor, explica bien y se preocupa por el aprendizaje de sus estudiantes, no es para nada arrogante.",5
227,"explica muy muy  bien en clase, y es paciente dedica tiempo a los estudiantes para que entiendan Pros: metodologia de aprendizaje muy buenaCons: califica un poco duro",4.7
228,"Es muy bueno, enseña todo el tema del plan de clase y más. Pros: Da tema extraCons: A veces es quisquilloso al calificar y en los quices da poco tiempo",5
229,"Es un muy buen profesor. Si uno no le entiende a ese señor, no va a entender ni a palo :v
Es una persona íntegra, tiene mucha experiencia, y se preocupa por responder dudas sólo con verle la cara a uno de que no entendió.
Pros: Tiene una metodología que muchos dicen que es de escuela, pero por mí que existan más profesores como él. 
Se aprende mucho con él, es exigente, pero si uno le sabe trabajar, se puede dejar muy alta.Cons: Es a veces un poco malgeniado, pero por la misma gente que se pone a hablar en su clase. Una vez nos fue re mal en un quiz y cuando se nos dio por hablar en clase, nos regañó y nos echó en cara que por eso no aprobábamos los quices. Jajajajaja, pero no deja de ser un amor. ",5
230,"Objetivamente es un muy buen profesor, sus explicaciones en clase son claras y responde cualquier duda de manera muy respetuosa. El libro que él recomienda es excelente para comprender los temas de la materia. Sin embargo, el tiempo que da para resolver cada quiz es muy poco como para redactar una buena respuesta, pero en general su clase es excelente. Ojalá hubiesen más profes como él en la UNAL,Pros: Explicación clara
Buen manejo del docente
En ocasiones deja talleresCons: Muy poco tiempo para resolver quizes",4.6
231,"Es temperamental, pero tiene una metodología similar a Margarita. El es perfecto para dar un curso introductorio: es claro en la exposición de temas, exigente, pero coherente en las evaluaciones de acuerdo a los contenidos tratados en las diapositivas y talleres propuestosPros: - Sabe dar una clase
- Comparte metodología con MargaritaCons: - Es temperamental y puede parecer escuelero",4.3
232,"Es muy buen docente, diría excelente debido a todas sus explicaciones y metodologías.Pros: Se entiende todo y es muy amable.Cons: Suele ser muy estricto con los quices, bajando bastante por cualquier cosa",4.8
233,"Muy buen docente, entregado a enseñar, un poco escuelero pero realmente bueno. Es importante ser puntual con él y se puede dejar bastante alta. Sus evaluaciones con lo que explica es muy coherente. Para hacer preguntas en los espacios que da hay que hacer los talleres que se dejan desde comienzo del semestre. Pros: Puntual
Explica bien
Cons: Un poco temperamental",4.8
234,"En definitiva el mejor profesor que he tenido. Explica de forma perfecta (de verdad hay que ser muy lento para no entenderle), aclara todas las dudas, se toma todo el tiempo del mundo en responder dudas y tiene el super poder de mirar el reloj faltando 5 minutos a que acabe la clase y explicar todo lo que le falta sin perder a nadie. Los quices sal...Leer más...Pros: Experiencia pedagógica.
Resolución de dudas.
Un gran ser humano.
Cons: No da todos los cursos de matemáticas :'v",5
235,"Pros: Explica excelente y busca que todos logren entender perfectamenteCons: Suele equivocarse al calificar, sin embargo siempre está dispuesto a corregir la nota",4.9
